
[TRAIN] Epoch 0: Loss: 0.7263, Acc: 58.61, F1: 59.94, Dice: 42.80, Pre: 0.58, Re: 0.62, TP: 1248, TN: 1114, FP: 901, FN: 767
[VALID] Epoch 0: Loss: 0.0654, Acc: 84.52, F1: 84.83, Dice: 73.66, Pre: 0.83, Re: 0.87, TP: 537, TN: 511, FP: 109, FN: 83
[TRAIN] Epoch 1: Loss: 0.6687, Acc: 73.87, F1: 73.38, Dice: 57.95, Pre: 0.75, Re: 0.72, TP: 1451, TN: 1526, FP: 489, FN: 564
[VALID] Epoch 1: Loss: 0.0654, Acc: 86.69, F1: 87.22, Dice: 77.34, Pre: 0.84, Re: 0.91, TP: 563, TN: 512, FP: 108, FN: 57
[TRAIN] Epoch 2: Loss: 0.6229, Acc: 81.24, F1: 81.57, Dice: 68.88, Pre: 0.80, Re: 0.83, TP: 1673, TN: 1601, FP: 414, FN: 342
[VALID] Epoch 2: Loss: 0.0654, Acc: 87.82, F1: 88.34, Dice: 79.11, Pre: 0.85, Re: 0.92, TP: 572, TN: 517, FP: 103, FN: 48
[TRAIN] Epoch 3: Loss: 0.5734, Acc: 85.36, F1: 85.95, Dice: 75.37, Pre: 0.83, Re: 0.90, TP: 1805, TN: 1635, FP: 380, FN: 210
[VALID] Epoch 3: Loss: 0.0659, Acc: 89.60, F1: 90.26, Dice: 82.26, Pre: 0.85, Re: 0.96, TP: 598, TN: 513, FP: 107, FN: 22
[TRAIN] Epoch 4: Loss: 0.5274, Acc: 86.43, F1: 87.28, Dice: 77.43, Pre: 0.82, Re: 0.93, TP: 1877, TN: 1606, FP: 409, FN: 138
[VALID] Epoch 4: Loss: 0.0659, Acc: 90.73, F1: 91.40, Dice: 84.16, Pre: 0.85, Re: 0.99, TP: 611, TN: 514, FP: 106, FN: 9
[TRAIN] Epoch 5: Loss: 0.4738, Acc: 87.64, F1: 88.44, Dice: 79.28, Pre: 0.83, Re: 0.95, TP: 1905, TN: 1627, FP: 388, FN: 110
[VALID] Epoch 5: Loss: 0.0659, Acc: 91.13, F1: 91.84, Dice: 84.91, Pre: 0.85, Re: 1.00, TP: 619, TN: 511, FP: 109, FN: 1
[TRAIN] Epoch 6: Loss: 0.4287, Acc: 88.39, F1: 89.29, Dice: 80.65, Pre: 0.83, Re: 0.97, TP: 1950, TN: 1612, FP: 403, FN: 65
[VALID] Epoch 6: Loss: 0.0659, Acc: 91.37, F1: 92.03, Dice: 85.24, Pre: 0.85, Re: 1.00, TP: 618, TN: 515, FP: 105, FN: 2
[TRAIN] Epoch 7: Loss: 0.3845, Acc: 88.78, F1: 89.67, Dice: 81.27, Pre: 0.83, Re: 0.97, TP: 1961, TN: 1617, FP: 398, FN: 54
[VALID] Epoch 7: Loss: 0.0659, Acc: 91.13, F1: 91.84, Dice: 84.91, Pre: 0.85, Re: 1.00, TP: 619, TN: 511, FP: 109, FN: 1
[TRAIN] Epoch 8: Loss: 0.3519, Acc: 89.58, F1: 90.43, Dice: 82.54, Pre: 0.84, Re: 0.99, TP: 1985, TN: 1625, FP: 390, FN: 30
[VALID] Epoch 8: Loss: 0.0659, Acc: 91.29, F1: 91.98, Dice: 85.14, Pre: 0.85, Re: 1.00, TP: 619, TN: 513, FP: 107, FN: 1
[TRAIN] Epoch 9: Loss: 0.3272, Acc: 89.70, F1: 90.52, Dice: 82.68, Pre: 0.84, Re: 0.98, TP: 1981, TN: 1634, FP: 381, FN: 34
[VALID] Epoch 9: Loss: 0.0659, Acc: 91.45, F1: 92.10, Dice: 85.36, Pre: 0.86, Re: 1.00, TP: 618, TN: 516, FP: 104, FN: 2
[TRAIN] Epoch 10: Loss: 0.3102, Acc: 89.45, F1: 90.27, Dice: 82.27, Pre: 0.84, Re: 0.98, TP: 1972, TN: 1633, FP: 382, FN: 43
[VALID] Epoch 10: Loss: 0.0659, Acc: 91.61, F1: 92.25, Dice: 85.62, Pre: 0.86, Re: 1.00, TP: 619, TN: 517, FP: 103, FN: 1
[TRAIN] Epoch 11: Loss: 0.2936, Acc: 90.22, F1: 90.95, Dice: 83.40, Pre: 0.85, Re: 0.98, TP: 1980, TN: 1656, FP: 359, FN: 35
[VALID] Epoch 11: Loss: 0.0659, Acc: 91.53, F1: 92.18, Dice: 85.50, Pre: 0.86, Re: 1.00, TP: 619, TN: 516, FP: 104, FN: 1
[TRAIN] Epoch 12: Loss: 0.2770, Acc: 90.45, F1: 91.14, Dice: 83.71, Pre: 0.85, Re: 0.98, TP: 1979, TN: 1666, FP: 349, FN: 36
[VALID] Epoch 12: Loss: 0.0659, Acc: 92.18, F1: 92.70, Dice: 86.40, Pre: 0.87, Re: 0.99, TP: 616, TN: 527, FP: 93, FN: 4
[TRAIN] Epoch 13: Loss: 0.2614, Acc: 90.74, F1: 91.36, Dice: 84.09, Pre: 0.86, Re: 0.98, TP: 1972, TN: 1685, FP: 330, FN: 43
[VALID] Epoch 13: Loss: 0.0659, Acc: 91.53, F1: 92.13, Dice: 85.42, Pre: 0.86, Re: 0.99, TP: 615, TN: 520, FP: 100, FN: 5
[TRAIN] Epoch 14: Loss: 0.2506, Acc: 91.46, F1: 92.02, Dice: 85.22, Pre: 0.86, Re: 0.98, TP: 1983, TN: 1703, FP: 312, FN: 32
[VALID] Epoch 14: Loss: 0.0659, Acc: 92.74, F1: 93.19, Dice: 87.25, Pre: 0.88, Re: 0.99, TP: 616, TN: 534, FP: 86, FN: 4
[TRAIN] Epoch 15: Loss: 0.2438, Acc: 91.49, F1: 92.03, Dice: 85.24, Pre: 0.87, Re: 0.98, TP: 1981, TN: 1706, FP: 309, FN: 34
[VALID] Epoch 15: Loss: 0.0659, Acc: 92.58, F1: 93.04, Dice: 86.99, Pre: 0.88, Re: 0.99, TP: 615, TN: 533, FP: 87, FN: 5
[TRAIN] Epoch 16: Loss: 0.2394, Acc: 91.41, F1: 91.93, Dice: 85.06, Pre: 0.87, Re: 0.98, TP: 1970, TN: 1714, FP: 301, FN: 45
[VALID] Epoch 16: Loss: 0.0659, Acc: 93.31, F1: 93.70, Dice: 88.14, Pre: 0.89, Re: 1.00, TP: 617, TN: 540, FP: 80, FN: 3
[TRAIN] Epoch 17: Loss: 0.2345, Acc: 91.44, F1: 91.96, Dice: 85.12, Pre: 0.87, Re: 0.98, TP: 1973, TN: 1712, FP: 303, FN: 42
