
[TRAIN] Epoch 0: Loss: 0.7740, Acc: 51.27, F1: 65.08, Dice: 48.23, Pre: 0.51, Re: 0.91, TP: 1830, TN: 236, FP: 1779, FN: 185
[VALID] Epoch 0: Loss: 0.0757, Acc: 55.00, F1: 68.79, Dice: 52.43, Pre: 0.53, Re: 0.99, TP: 615, TN: 67, FP: 553, FN: 5
[TRAIN] Epoch 1: Loss: 0.7052, Acc: 72.43, F1: 74.80, Dice: 59.75, Pre: 0.69, Re: 0.82, TP: 1649, TN: 1270, FP: 745, FN: 366
[VALID] Epoch 1: Loss: 0.0654, Acc: 84.84, F1: 85.01, Dice: 73.93, Pre: 0.84, Re: 0.86, TP: 533, TN: 519, FP: 101, FN: 87
[TRAIN] Epoch 2: Loss: 0.5607, Acc: 84.57, F1: 85.05, Dice: 73.99, Pre: 0.82, Re: 0.88, TP: 1769, TN: 1639, FP: 376, FN: 246
[VALID] Epoch 2: Loss: 0.0659, Acc: 87.58, F1: 88.17, Dice: 78.85, Pre: 0.84, Re: 0.93, TP: 574, TN: 512, FP: 108, FN: 46
[TRAIN] Epoch 3: Loss: 0.4185, Acc: 88.16, F1: 89.10, Dice: 80.35, Pre: 0.83, Re: 0.97, TP: 1950, TN: 1603, FP: 412, FN: 65
[VALID] Epoch 3: Loss: 0.0659, Acc: 91.21, F1: 91.92, Dice: 85.05, Pre: 0.85, Re: 1.00, TP: 620, TN: 511, FP: 109, FN: 0
[TRAIN] Epoch 4: Loss: 0.3367, Acc: 89.08, F1: 89.96, Dice: 81.75, Pre: 0.83, Re: 0.98, TP: 1971, TN: 1619, FP: 396, FN: 44
[VALID] Epoch 4: Loss: 0.0659, Acc: 91.21, F1: 91.92, Dice: 85.05, Pre: 0.85, Re: 1.00, TP: 620, TN: 511, FP: 109, FN: 0
[TRAIN] Epoch 5: Loss: 0.3017, Acc: 89.06, F1: 89.92, Dice: 81.68, Pre: 0.83, Re: 0.98, TP: 1966, TN: 1623, FP: 392, FN: 49
