
[TRAIN] Epoch 0: Loss: 0.7695, Acc: 50.17, F1: 24.40, Dice: 13.89, Pre: 0.51, Re: 0.16, TP: 324, TN: 1698, FP: 317, FN: 1691
[VALID] Epoch 0: Loss: 0.0639, Acc: 50.00, F1: nan, Dice: 0.00, Pre: nan, Re: 0.00, TP: 0, TN: 620, FP: 0, FN: 620
[TRAIN] Epoch 1: Loss: 0.7407, Acc: 53.05, F1: 30.75, Dice: 18.17, Pre: 0.59, Re: 0.21, TP: 420, TN: 1718, FP: 297, FN: 1595
[VALID] Epoch 1: Loss: 0.0639, Acc: 50.00, F1: nan, Dice: 0.00, Pre: nan, Re: 0.00, TP: 0, TN: 620, FP: 0, FN: 620
[TRAIN] Epoch 2: Loss: 0.7173, Acc: 57.25, F1: 38.62, Dice: 23.93, Pre: 0.68, Re: 0.27, TP: 542, TN: 1765, FP: 250, FN: 1473
[VALID] Epoch 2: Loss: 0.0639, Acc: 60.32, F1: 34.92, Dice: 21.15, Pre: 0.97, Re: 0.21, TP: 132, TN: 616, FP: 4, FN: 488
[TRAIN] Epoch 3: Loss: 0.7020, Acc: 62.36, F1: 49.01, Dice: 32.46, Pre: 0.76, Re: 0.36, TP: 729, TN: 1784, FP: 231, FN: 1286
[VALID] Epoch 3: Loss: 0.0644, Acc: 74.27, F1: 68.63, Dice: 52.25, Pre: 0.88, Re: 0.56, TP: 349, TN: 572, FP: 48, FN: 271
[TRAIN] Epoch 4: Loss: 0.6864, Acc: 70.94, F1: 65.22, Dice: 48.39, Pre: 0.81, Re: 0.54, TP: 1098, TN: 1761, FP: 254, FN: 917
[VALID] Epoch 4: Loss: 0.0644, Acc: 79.35, F1: 77.70, Dice: 63.53, Pre: 0.84, Re: 0.72, TP: 446, TN: 538, FP: 82, FN: 174
[TRAIN] Epoch 5: Loss: 0.6703, Acc: 75.98, F1: 73.20, Dice: 57.73, Pre: 0.83, Re: 0.66, TP: 1322, TN: 1740, FP: 275, FN: 693
[VALID] Epoch 5: Loss: 0.0649, Acc: 81.29, F1: 80.67, Dice: 67.60, Pre: 0.83, Re: 0.78, TP: 484, TN: 524, FP: 96, FN: 136
[TRAIN] Epoch 6: Loss: 0.6500, Acc: 78.96, F1: 77.51, Dice: 63.27, Pre: 0.83, Re: 0.73, TP: 1461, TN: 1721, FP: 294, FN: 554
[VALID] Epoch 6: Loss: 0.0654, Acc: 86.94, F1: 87.75, Dice: 78.17, Pre: 0.83, Re: 0.94, TP: 580, TN: 498, FP: 122, FN: 40
[TRAIN] Epoch 7: Loss: 0.6231, Acc: 81.19, F1: 80.71, Dice: 67.66, Pre: 0.83, Re: 0.79, TP: 1586, TN: 1686, FP: 329, FN: 429
[VALID] Epoch 7: Loss: 0.0654, Acc: 88.23, F1: 89.14, Dice: 80.40, Pre: 0.83, Re: 0.97, TP: 599, TN: 495, FP: 125, FN: 21
[TRAIN] Epoch 8: Loss: 0.5887, Acc: 82.98, F1: 83.03, Dice: 70.98, Pre: 0.83, Re: 0.83, TP: 1678, TN: 1666, FP: 349, FN: 337
[VALID] Epoch 8: Loss: 0.0654, Acc: 88.06, F1: 88.97, Dice: 80.13, Pre: 0.83, Re: 0.96, TP: 597, TN: 495, FP: 125, FN: 23
[TRAIN] Epoch 9: Loss: 0.5577, Acc: 83.87, F1: 83.93, Dice: 72.31, Pre: 0.84, Re: 0.84, TP: 1697, TN: 1683, FP: 332, FN: 318
[VALID] Epoch 9: Loss: 0.0649, Acc: 84.68, F1: 85.18, Dice: 74.18, Pre: 0.82, Re: 0.88, TP: 546, TN: 504, FP: 116, FN: 74
[TRAIN] Epoch 10: Loss: 0.5306, Acc: 84.76, F1: 85.02, Dice: 73.94, Pre: 0.84, Re: 0.86, TP: 1742, TN: 1674, FP: 341, FN: 273
[VALID] Epoch 10: Loss: 0.0654, Acc: 87.58, F1: 88.51, Dice: 79.38, Pre: 0.82, Re: 0.96, TP: 593, TN: 493, FP: 127, FN: 27
[TRAIN] Epoch 11: Loss: 0.5066, Acc: 85.51, F1: 85.78, Dice: 75.11, Pre: 0.84, Re: 0.87, TP: 1762, TN: 1684, FP: 331, FN: 253
[VALID] Epoch 11: Loss: 0.0654, Acc: 87.90, F1: 88.77, Dice: 79.81, Pre: 0.83, Re: 0.96, TP: 593, TN: 497, FP: 123, FN: 27
[TRAIN] Epoch 12: Loss: 0.4823, Acc: 86.23, F1: 86.64, Dice: 76.43, Pre: 0.84, Re: 0.89, TP: 1800, TN: 1675, FP: 340, FN: 215
[VALID] Epoch 12: Loss: 0.0654, Acc: 88.39, F1: 89.30, Dice: 80.67, Pre: 0.83, Re: 0.97, TP: 601, TN: 495, FP: 125, FN: 19
