
[TRAIN] Epoch 0: Loss: 0.7726, Acc: 59.80, F1: 64.38, Dice: 47.47, Pre: 0.58, Re: 0.73, TP: 1464, TN: 946, FP: 1069, FN: 551
[VALID] Epoch 0: Loss: 0.8598, Acc: 72.42, F1: 77.23, Dice: 62.91, Pre: 0.66, Re: 0.94, TP: 580, TN: 318, FP: 302, FN: 40
[TRAIN] Epoch 1: Loss: 0.7524, Acc: 67.05, F1: 70.92, Dice: 54.94, Pre: 0.63, Re: 0.80, TP: 1619, TN: 1083, FP: 932, FN: 396
[VALID] Epoch 1: Loss: 0.8270, Acc: 85.00, F1: 85.45, Dice: 74.59, Pre: 0.83, Re: 0.88, TP: 546, TN: 508, FP: 112, FN: 74
[TRAIN] Epoch 2: Loss: 0.7374, Acc: 69.85, F1: 73.28, Dice: 57.83, Pre: 0.66, Re: 0.83, TP: 1666, TN: 1149, FP: 866, FN: 349
[VALID] Epoch 2: Loss: 0.8265, Acc: 85.24, F1: 85.60, Dice: 74.83, Pre: 0.84, Re: 0.88, TP: 544, TN: 513, FP: 107, FN: 76
[TRAIN] Epoch 3: Loss: 0.7212, Acc: 72.53, F1: 75.22, Dice: 60.28, Pre: 0.69, Re: 0.83, TP: 1680, TN: 1243, FP: 772, FN: 335
[VALID] Epoch 3: Loss: 0.8202, Acc: 87.34, F1: 87.76, Dice: 78.19, Pre: 0.85, Re: 0.91, TP: 563, TN: 520, FP: 100, FN: 57
[TRAIN] Epoch 4: Loss: 0.6933, Acc: 74.84, F1: 76.26, Dice: 61.63, Pre: 0.72, Re: 0.81, TP: 1629, TN: 1387, FP: 628, FN: 386
[VALID] Epoch 4: Loss: 0.8284, Acc: 84.60, F1: 84.95, Dice: 73.84, Pre: 0.83, Re: 0.87, TP: 539, TN: 510, FP: 110, FN: 81
[TRAIN] Epoch 5: Loss: 0.6638, Acc: 76.18, F1: 77.02, Dice: 62.63, Pre: 0.74, Re: 0.80, TP: 1609, TN: 1461, FP: 554, FN: 406
[VALID] Epoch 5: Loss: 0.8217, Acc: 86.94, F1: 87.50, Dice: 77.78, Pre: 0.84, Re: 0.91, TP: 567, TN: 511, FP: 109, FN: 53
[TRAIN] Epoch 6: Loss: 0.6259, Acc: 80.20, F1: 81.13, Dice: 68.26, Pre: 0.77, Re: 0.85, TP: 1716, TN: 1516, FP: 499, FN: 299
[VALID] Epoch 6: Loss: 0.8194, Acc: 87.66, F1: 88.22, Dice: 78.93, Pre: 0.84, Re: 0.92, TP: 573, TN: 514, FP: 106, FN: 47
[TRAIN] Epoch 7: Loss: 0.6041, Acc: 81.69, F1: 82.42, Dice: 70.10, Pre: 0.79, Re: 0.86, TP: 1730, TN: 1562, FP: 453, FN: 285
[VALID] Epoch 7: Loss: 0.8137, Acc: 89.60, F1: 90.28, Dice: 82.28, Pre: 0.85, Re: 0.97, TP: 599, TN: 512, FP: 108, FN: 21
[TRAIN] Epoch 8: Loss: 0.5785, Acc: 82.63, F1: 83.49, Dice: 71.66, Pre: 0.80, Re: 0.88, TP: 1770, TN: 1560, FP: 455, FN: 245
[VALID] Epoch 8: Loss: 0.8145, Acc: 89.27, F1: 89.92, Dice: 81.68, Pre: 0.85, Re: 0.96, TP: 593, TN: 514, FP: 106, FN: 27
[TRAIN] Epoch 9: Loss: 0.5616, Acc: 83.13, F1: 83.95, Dice: 72.34, Pre: 0.80, Re: 0.88, TP: 1778, TN: 1572, FP: 443, FN: 237
[VALID] Epoch 9: Loss: 0.8224, Acc: 86.69, F1: 87.16, Dice: 77.24, Pre: 0.84, Re: 0.90, TP: 560, TN: 515, FP: 105, FN: 60
[TRAIN] Epoch 10: Loss: 0.5335, Acc: 84.67, F1: 85.46, Dice: 74.61, Pre: 0.81, Re: 0.90, TP: 1816, TN: 1596, FP: 419, FN: 199
[VALID] Epoch 10: Loss: 0.8221, Acc: 86.77, F1: 87.25, Dice: 77.38, Pre: 0.84, Re: 0.90, TP: 561, TN: 515, FP: 105, FN: 59
[TRAIN] Epoch 11: Loss: 0.5217, Acc: 84.09, F1: 84.79, Dice: 73.60, Pre: 0.81, Re: 0.89, TP: 1787, TN: 1602, FP: 413, FN: 228
[VALID] Epoch 11: Loss: 0.8149, Acc: 89.19, F1: 89.79, Dice: 81.47, Pre: 0.85, Re: 0.95, TP: 589, TN: 517, FP: 103, FN: 31
[TRAIN] Epoch 12: Loss: 0.5012, Acc: 85.14, F1: 85.76, Dice: 75.06, Pre: 0.82, Re: 0.89, TP: 1803, TN: 1628, FP: 387, FN: 212
[VALID] Epoch 12: Loss: 0.8116, Acc: 90.24, F1: 90.90, Dice: 83.31, Pre: 0.85, Re: 0.97, TP: 604, TN: 515, FP: 105, FN: 16
[TRAIN] Epoch 13: Loss: 0.4881, Acc: 84.47, F1: 85.21, Dice: 74.23, Pre: 0.81, Re: 0.89, TP: 1803, TN: 1601, FP: 414, FN: 212
[VALID] Epoch 13: Loss: 0.8103, Acc: 90.65, F1: 91.30, Dice: 84.00, Pre: 0.85, Re: 0.98, TP: 609, TN: 515, FP: 105, FN: 11
[TRAIN] Epoch 14: Loss: 0.4674, Acc: 85.56, F1: 86.20, Dice: 75.74, Pre: 0.83, Re: 0.90, TP: 1817, TN: 1631, FP: 384, FN: 198
[VALID] Epoch 14: Loss: 0.8123, Acc: 90.00, F1: 90.65, Dice: 82.90, Pre: 0.85, Re: 0.97, TP: 601, TN: 515, FP: 105, FN: 19
[TRAIN] Epoch 15: Loss: 0.4512, Acc: 85.38, F1: 86.16, Dice: 75.69, Pre: 0.82, Re: 0.91, TP: 1834, TN: 1607, FP: 408, FN: 181
[VALID] Epoch 15: Loss: 0.8161, Acc: 88.79, F1: 89.36, Dice: 80.77, Pre: 0.85, Re: 0.94, TP: 584, TN: 517, FP: 103, FN: 36
[TRAIN] Epoch 16: Loss: 0.4373, Acc: 85.66, F1: 86.34, Dice: 75.97, Pre: 0.82, Re: 0.91, TP: 1827, TN: 1625, FP: 390, FN: 188
[VALID] Epoch 16: Loss: 0.8141, Acc: 89.44, F1: 90.04, Dice: 81.88, Pre: 0.85, Re: 0.95, TP: 592, TN: 517, FP: 103, FN: 28
[TRAIN] Epoch 17: Loss: 0.4258, Acc: 86.65, F1: 87.21, Dice: 77.33, Pre: 0.84, Re: 0.91, TP: 1835, TN: 1657, FP: 358, FN: 180
[VALID] Epoch 17: Loss: 0.8101, Acc: 90.73, F1: 91.36, Dice: 84.09, Pre: 0.86, Re: 0.98, TP: 608, TN: 517, FP: 103, FN: 12
[TRAIN] Epoch 18: Loss: 0.4142, Acc: 85.86, F1: 86.52, Dice: 76.24, Pre: 0.83, Re: 0.91, TP: 1829, TN: 1631, FP: 384, FN: 186
[VALID] Epoch 18: Loss: 0.8119, Acc: 90.16, F1: 90.77, Dice: 83.10, Pre: 0.85, Re: 0.97, TP: 600, TN: 518, FP: 102, FN: 20
[TRAIN] Epoch 19: Loss: 0.3967, Acc: 86.80, F1: 87.39, Dice: 77.61, Pre: 0.84, Re: 0.92, TP: 1844, TN: 1654, FP: 361, FN: 171
[VALID] Epoch 19: Loss: 0.8099, Acc: 90.81, F1: 91.44, Dice: 84.23, Pre: 0.86, Re: 0.98, TP: 609, TN: 517, FP: 103, FN: 11
[TRAIN] Epoch 20: Loss: 0.3933, Acc: 86.43, F1: 87.10, Dice: 77.14, Pre: 0.83, Re: 0.92, TP: 1846, TN: 1637, FP: 378, FN: 169
[VALID] Epoch 20: Loss: 0.8139, Acc: 89.52, F1: 90.09, Dice: 81.97, Pre: 0.85, Re: 0.95, TP: 591, TN: 519, FP: 101, FN: 29
[TRAIN] Epoch 21: Loss: 0.3750, Acc: 87.54, F1: 88.18, Dice: 78.86, Pre: 0.84, Re: 0.93, TP: 1873, TN: 1655, FP: 360, FN: 142
[VALID] Epoch 21: Loss: 0.8092, Acc: 91.05, F1: 91.69, Dice: 84.65, Pre: 0.86, Re: 0.99, TP: 612, TN: 517, FP: 103, FN: 8
[TRAIN] Epoch 22: Loss: 0.3582, Acc: 87.57, F1: 88.23, Dice: 78.94, Pre: 0.84, Re: 0.93, TP: 1878, TN: 1651, FP: 364, FN: 137
[VALID] Epoch 22: Loss: 0.8106, Acc: 90.56, F1: 91.20, Dice: 83.82, Pre: 0.85, Re: 0.98, TP: 606, TN: 517, FP: 103, FN: 14
[TRAIN] Epoch 23: Loss: 0.3541, Acc: 87.67, F1: 88.31, Dice: 79.06, Pre: 0.84, Re: 0.93, TP: 1877, TN: 1656, FP: 359, FN: 138
[VALID] Epoch 23: Loss: 0.8097, Acc: 90.89, F1: 91.54, Dice: 84.39, Pre: 0.85, Re: 0.99, TP: 611, TN: 516, FP: 104, FN: 9
[TRAIN] Epoch 24: Loss: 0.3477, Acc: 87.92, F1: 88.53, Dice: 79.43, Pre: 0.84, Re: 0.93, TP: 1880, TN: 1663, FP: 352, FN: 135
[VALID] Epoch 24: Loss: 0.8091, Acc: 91.05, F1: 91.70, Dice: 84.67, Pre: 0.85, Re: 0.99, TP: 613, TN: 516, FP: 104, FN: 7
[TRAIN] Epoch 25: Loss: 0.3461, Acc: 87.52, F1: 88.16, Dice: 78.82, Pre: 0.84, Re: 0.93, TP: 1872, TN: 1655, FP: 360, FN: 143
[VALID] Epoch 25: Loss: 0.8113, Acc: 90.56, F1: 91.02, Dice: 83.52, Pre: 0.87, Re: 0.96, TP: 593, TN: 530, FP: 90, FN: 27
