
[TRAIN] Epoch 0: Loss: 0.7311, Acc: 66.50, F1: 72.89, Dice: 57.35, Pre: 0.61, Re: 0.90, TP: 1815, TN: 865, FP: 1150, FN: 200
[VALID] Epoch 0: Loss: 0.8243, Acc: 86.05, F1: 86.82, Dice: 76.72, Pre: 0.82, Re: 0.92, TP: 570, TN: 497, FP: 123, FN: 50
[TRAIN] Epoch 1: Loss: 0.6690, Acc: 80.05, F1: 82.01, Dice: 69.51, Pre: 0.75, Re: 0.91, TP: 1833, TN: 1393, FP: 622, FN: 182
[VALID] Epoch 1: Loss: 0.8111, Acc: 90.40, F1: 91.23, Dice: 83.88, Pre: 0.84, Re: 1.00, TP: 619, TN: 502, FP: 118, FN: 1
[TRAIN] Epoch 2: Loss: 0.6166, Acc: 84.99, F1: 86.24, Dice: 75.81, Pre: 0.80, Re: 0.94, TP: 1896, TN: 1529, FP: 486, FN: 119
[VALID] Epoch 2: Loss: 0.8153, Acc: 89.03, F1: 89.71, Dice: 81.34, Pre: 0.84, Re: 0.96, TP: 593, TN: 511, FP: 109, FN: 27
[TRAIN] Epoch 3: Loss: 0.5696, Acc: 86.48, F1: 87.43, Dice: 77.66, Pre: 0.82, Re: 0.94, TP: 1895, TN: 1590, FP: 425, FN: 120
[VALID] Epoch 3: Loss: 0.8095, Acc: 90.89, F1: 91.56, Dice: 84.44, Pre: 0.85, Re: 0.99, TP: 613, TN: 514, FP: 106, FN: 7
[TRAIN] Epoch 4: Loss: 0.5264, Acc: 87.15, F1: 88.16, Dice: 78.83, Pre: 0.82, Re: 0.96, TP: 1929, TN: 1583, FP: 432, FN: 86
[VALID] Epoch 4: Loss: 0.8095, Acc: 90.89, F1: 91.57, Dice: 84.46, Pre: 0.85, Re: 0.99, TP: 614, TN: 513, FP: 107, FN: 6
[TRAIN] Epoch 5: Loss: 0.4979, Acc: 87.44, F1: 88.39, Dice: 79.20, Pre: 0.82, Re: 0.96, TP: 1927, TN: 1597, FP: 418, FN: 88
[VALID] Epoch 5: Loss: 0.8088, Acc: 91.13, F1: 91.80, Dice: 84.85, Pre: 0.85, Re: 0.99, TP: 616, TN: 514, FP: 106, FN: 4
[TRAIN] Epoch 6: Loss: 0.4594, Acc: 88.46, F1: 89.39, Dice: 80.82, Pre: 0.83, Re: 0.97, TP: 1959, TN: 1606, FP: 409, FN: 56
[VALID] Epoch 6: Loss: 0.8086, Acc: 91.21, F1: 91.88, Dice: 84.99, Pre: 0.85, Re: 1.00, TP: 617, TN: 514, FP: 106, FN: 3
[TRAIN] Epoch 7: Loss: 0.4336, Acc: 88.76, F1: 89.66, Dice: 81.27, Pre: 0.83, Re: 0.98, TP: 1965, TN: 1612, FP: 403, FN: 50
[VALID] Epoch 7: Loss: 0.8081, Acc: 91.37, F1: 92.03, Dice: 85.24, Pre: 0.85, Re: 1.00, TP: 618, TN: 515, FP: 105, FN: 2
[TRAIN] Epoch 8: Loss: 0.3953, Acc: 88.51, F1: 89.41, Dice: 80.84, Pre: 0.83, Re: 0.97, TP: 1954, TN: 1613, FP: 402, FN: 61
[VALID] Epoch 8: Loss: 0.8086, Acc: 91.21, F1: 91.88, Dice: 84.99, Pre: 0.85, Re: 1.00, TP: 617, TN: 514, FP: 106, FN: 3
[TRAIN] Epoch 9: Loss: 0.3630, Acc: 88.88, F1: 89.79, Dice: 81.48, Pre: 0.83, Re: 0.98, TP: 1971, TN: 1611, FP: 404, FN: 44
[VALID] Epoch 9: Loss: 0.8081, Acc: 91.37, F1: 92.04, Dice: 85.26, Pre: 0.85, Re: 1.00, TP: 619, TN: 514, FP: 106, FN: 1
[TRAIN] Epoch 10: Loss: 0.3487, Acc: 88.88, F1: 89.75, Dice: 81.40, Pre: 0.83, Re: 0.97, TP: 1961, TN: 1621, FP: 394, FN: 54
[VALID] Epoch 10: Loss: 0.8086, Acc: 91.21, F1: 91.88, Dice: 84.99, Pre: 0.85, Re: 1.00, TP: 617, TN: 514, FP: 106, FN: 3
[TRAIN] Epoch 11: Loss: 0.3261, Acc: 89.40, F1: 90.23, Dice: 82.20, Pre: 0.84, Re: 0.98, TP: 1972, TN: 1631, FP: 384, FN: 43
[VALID] Epoch 11: Loss: 0.8081, Acc: 91.37, F1: 92.04, Dice: 85.26, Pre: 0.85, Re: 1.00, TP: 619, TN: 514, FP: 106, FN: 1
[TRAIN] Epoch 12: Loss: 0.3204, Acc: 89.38, F1: 90.19, Dice: 82.13, Pre: 0.84, Re: 0.98, TP: 1967, TN: 1635, FP: 380, FN: 48
[VALID] Epoch 12: Loss: 0.8073, Acc: 91.69, F1: 92.32, Dice: 85.73, Pre: 0.86, Re: 1.00, TP: 619, TN: 518, FP: 102, FN: 1
[TRAIN] Epoch 13: Loss: 0.3023, Acc: 90.02, F1: 90.69, Dice: 82.96, Pre: 0.85, Re: 0.97, TP: 1957, TN: 1671, FP: 344, FN: 58
[VALID] Epoch 13: Loss: 0.8085, Acc: 91.53, F1: 91.99, Dice: 85.17, Pre: 0.87, Re: 0.97, TP: 603, TN: 532, FP: 88, FN: 17
[TRAIN] Epoch 14: Loss: 0.2963, Acc: 89.68, F1: 90.41, Dice: 82.50, Pre: 0.84, Re: 0.97, TP: 1961, TN: 1653, FP: 362, FN: 54
[VALID] Epoch 14: Loss: 0.8060, Acc: 92.34, F1: 92.82, Dice: 86.60, Pre: 0.87, Re: 0.99, TP: 614, TN: 531, FP: 89, FN: 6
[TRAIN] Epoch 15: Loss: 0.2875, Acc: 89.95, F1: 90.62, Dice: 82.85, Pre: 0.85, Re: 0.97, TP: 1956, TN: 1669, FP: 346, FN: 59
[VALID] Epoch 15: Loss: 0.8076, Acc: 91.61, F1: 92.23, Dice: 85.58, Pre: 0.86, Re: 1.00, TP: 617, TN: 519, FP: 101, FN: 3
[TRAIN] Epoch 16: Loss: 0.2734, Acc: 90.52, F1: 91.09, Dice: 83.63, Pre: 0.86, Re: 0.97, TP: 1952, TN: 1696, FP: 319, FN: 63
[VALID] Epoch 16: Loss: 0.8060, Acc: 92.26, F1: 92.74, Dice: 86.46, Pre: 0.87, Re: 0.99, TP: 613, TN: 531, FP: 89, FN: 7
[TRAIN] Epoch 17: Loss: 0.2652, Acc: 90.37, F1: 91.01, Dice: 83.50, Pre: 0.85, Re: 0.97, TP: 1963, TN: 1679, FP: 336, FN: 52
[VALID] Epoch 17: Loss: 0.8078, Acc: 91.77, F1: 92.24, Dice: 85.59, Pre: 0.87, Re: 0.98, TP: 606, TN: 532, FP: 88, FN: 14
[TRAIN] Epoch 18: Loss: 0.2594, Acc: 90.82, F1: 91.36, Dice: 84.10, Pre: 0.86, Re: 0.97, TP: 1957, TN: 1703, FP: 312, FN: 58
[VALID] Epoch 18: Loss: 0.8059, Acc: 92.26, F1: 92.81, Dice: 86.59, Pre: 0.87, Re: 1.00, TP: 620, TN: 524, FP: 96, FN: 0
[TRAIN] Epoch 19: Loss: 0.2523, Acc: 91.09, F1: 91.58, Dice: 84.47, Pre: 0.87, Re: 0.97, TP: 1952, TN: 1719, FP: 296, FN: 63
[VALID] Epoch 19: Loss: 0.8060, Acc: 92.26, F1: 92.78, Dice: 86.54, Pre: 0.87, Re: 1.00, TP: 617, TN: 527, FP: 93, FN: 3
[TRAIN] Epoch 20: Loss: 0.2468, Acc: 91.32, F1: 91.80, Dice: 84.84, Pre: 0.87, Re: 0.97, TP: 1959, TN: 1721, FP: 294, FN: 56
[VALID] Epoch 20: Loss: 0.8052, Acc: 92.66, F1: 93.11, Dice: 87.11, Pre: 0.88, Re: 0.99, TP: 615, TN: 534, FP: 86, FN: 5
[TRAIN] Epoch 21: Loss: 0.2421, Acc: 91.61, F1: 92.05, Dice: 85.27, Pre: 0.88, Re: 0.97, TP: 1956, TN: 1736, FP: 279, FN: 59
[VALID] Epoch 21: Loss: 0.8031, Acc: 93.39, F1: 93.69, Dice: 88.13, Pre: 0.90, Re: 0.98, TP: 609, TN: 549, FP: 71, FN: 11
[TRAIN] Epoch 22: Loss: 0.2336, Acc: 91.61, F1: 92.06, Dice: 85.29, Pre: 0.87, Re: 0.97, TP: 1959, TN: 1733, FP: 282, FN: 56
[VALID] Epoch 22: Loss: 0.8029, Acc: 93.47, F1: 93.77, Dice: 88.28, Pre: 0.90, Re: 0.98, TP: 610, TN: 549, FP: 71, FN: 10
[TRAIN] Epoch 23: Loss: 0.2348, Acc: 91.32, F1: 91.74, Dice: 84.74, Pre: 0.87, Re: 0.96, TP: 1944, TN: 1736, FP: 279, FN: 71
[VALID] Epoch 23: Loss: 0.8036, Acc: 93.31, F1: 93.63, Dice: 88.02, Pre: 0.89, Re: 0.98, TP: 610, TN: 547, FP: 73, FN: 10
[TRAIN] Epoch 24: Loss: 0.2219, Acc: 91.84, F1: 92.19, Dice: 85.52, Pre: 0.88, Re: 0.96, TP: 1943, TN: 1758, FP: 257, FN: 72
[VALID] Epoch 24: Loss: 0.8040, Acc: 93.15, F1: 93.49, Dice: 87.77, Pre: 0.89, Re: 0.98, TP: 610, TN: 545, FP: 75, FN: 10
[TRAIN] Epoch 25: Loss: 0.2323, Acc: 91.32, F1: 91.76, Dice: 84.78, Pre: 0.87, Re: 0.97, TP: 1950, TN: 1730, FP: 285, FN: 65
[VALID] Epoch 25: Loss: 0.8033, Acc: 93.55, F1: 93.71, Dice: 88.17, Pre: 0.91, Re: 0.96, TP: 596, TN: 564, FP: 56, FN: 24
[TRAIN] Epoch 26: Loss: 0.2171, Acc: 91.91, F1: 92.30, Dice: 85.71, Pre: 0.88, Re: 0.97, TP: 1955, TN: 1749, FP: 266, FN: 60
[VALID] Epoch 26: Loss: 0.8008, Acc: 94.27, F1: 94.57, Dice: 89.70, Pre: 0.90, Re: 1.00, TP: 618, TN: 551, FP: 69, FN: 2
[TRAIN] Epoch 27: Loss: 0.2150, Acc: 91.81, F1: 92.21, Dice: 85.55, Pre: 0.88, Re: 0.97, TP: 1953, TN: 1747, FP: 268, FN: 62
[VALID] Epoch 27: Loss: 0.8005, Acc: 94.35, F1: 94.59, Dice: 89.74, Pre: 0.91, Re: 0.99, TP: 612, TN: 558, FP: 62, FN: 8
[TRAIN] Epoch 28: Loss: 0.2060, Acc: 92.46, F1: 92.78, Dice: 86.54, Pre: 0.89, Re: 0.97, TP: 1954, TN: 1772, FP: 243, FN: 61
[VALID] Epoch 28: Loss: 0.8024, Acc: 93.63, F1: 93.98, Dice: 88.65, Pre: 0.89, Re: 1.00, TP: 617, TN: 544, FP: 76, FN: 3
[TRAIN] Epoch 29: Loss: 0.2126, Acc: 91.99, F1: 92.32, Dice: 85.73, Pre: 0.89, Re: 0.96, TP: 1941, TN: 1766, FP: 249, FN: 74
[VALID] Epoch 29: Loss: 0.8010, Acc: 94.27, F1: 94.42, Dice: 89.43, Pre: 0.92, Re: 0.97, TP: 601, TN: 568, FP: 52, FN: 19
[TRAIN] Epoch 30: Loss: 0.2019, Acc: 92.23, F1: 92.54, Dice: 86.11, Pre: 0.89, Re: 0.96, TP: 1940, TN: 1777, FP: 238, FN: 75
[VALID] Epoch 30: Loss: 0.8031, Acc: 93.55, F1: 93.75, Dice: 88.24, Pre: 0.91, Re: 0.97, TP: 600, TN: 560, FP: 60, FN: 20
[TRAIN] Epoch 31: Loss: 0.2017, Acc: 92.26, F1: 92.55, Dice: 86.14, Pre: 0.89, Re: 0.96, TP: 1939, TN: 1779, FP: 236, FN: 76
[VALID] Epoch 31: Loss: 0.8005, Acc: 94.27, F1: 94.54, Dice: 89.65, Pre: 0.90, Re: 0.99, TP: 615, TN: 554, FP: 66, FN: 5
[TRAIN] Epoch 32: Loss: 0.2059, Acc: 91.89, F1: 92.19, Dice: 85.52, Pre: 0.89, Re: 0.96, TP: 1931, TN: 1772, FP: 243, FN: 84
