
[TRAIN] Epoch 0: Loss: 0.7275, Acc: 56.40, F1: 65.58, Dice: 48.79, Pre: 0.54, Re: 0.83, TP: 1674, TN: 599, FP: 1416, FN: 341
[VALID] Epoch 0: Loss: 0.0654, Acc: 82.18, F1: 83.42, Dice: 71.56, Pre: 0.78, Re: 0.90, TP: 556, TN: 463, FP: 157, FN: 64
[TRAIN] Epoch 1: Loss: 0.6461, Acc: 71.49, F1: 73.71, Dice: 58.37, Pre: 0.68, Re: 0.80, TP: 1611, TN: 1270, FP: 745, FN: 404
[VALID] Epoch 1: Loss: 0.0675, Acc: 88.87, F1: 89.82, Dice: 81.53, Pre: 0.83, Re: 0.98, TP: 609, TN: 493, FP: 127, FN: 11
[TRAIN] Epoch 2: Loss: 0.6036, Acc: 76.43, F1: 75.54, Dice: 60.70, Pre: 0.78, Re: 0.73, TP: 1467, TN: 1613, FP: 402, FN: 548
[VALID] Epoch 2: Loss: 0.0654, Acc: 83.06, F1: 82.29, Dice: 69.91, Pre: 0.86, Re: 0.79, TP: 488, TN: 542, FP: 78, FN: 132
[TRAIN] Epoch 3: Loss: 0.5591, Acc: 80.07, F1: 80.00, Dice: 66.67, Pre: 0.80, Re: 0.80, TP: 1606, TN: 1621, FP: 394, FN: 409
[VALID] Epoch 3: Loss: 0.0664, Acc: 87.98, F1: 88.42, Dice: 79.25, Pre: 0.85, Re: 0.92, TP: 569, TN: 522, FP: 98, FN: 51
[TRAIN] Epoch 4: Loss: 0.5306, Acc: 81.02, F1: 81.11, Dice: 68.22, Pre: 0.81, Re: 0.81, TP: 1642, TN: 1623, FP: 392, FN: 373
[VALID] Epoch 4: Loss: 0.0664, Acc: 90.16, F1: 90.90, Dice: 83.31, Pre: 0.85, Re: 0.98, TP: 609, TN: 509, FP: 111, FN: 11
[TRAIN] Epoch 5: Loss: 0.4917, Acc: 83.85, F1: 84.38, Dice: 72.99, Pre: 0.82, Re: 0.87, TP: 1759, TN: 1620, FP: 395, FN: 256
[VALID] Epoch 5: Loss: 0.0664, Acc: 91.13, F1: 91.82, Dice: 84.87, Pre: 0.85, Re: 1.00, TP: 617, TN: 513, FP: 107, FN: 3
[TRAIN] Epoch 6: Loss: 0.4521, Acc: 86.18, F1: 86.89, Dice: 76.82, Pre: 0.83, Re: 0.92, TP: 1846, TN: 1627, FP: 388, FN: 169
[VALID] Epoch 6: Loss: 0.0670, Acc: 91.13, F1: 91.79, Dice: 84.83, Pre: 0.85, Re: 0.99, TP: 615, TN: 515, FP: 105, FN: 5
[TRAIN] Epoch 7: Loss: 0.4153, Acc: 87.22, F1: 88.01, Dice: 78.59, Pre: 0.83, Re: 0.94, TP: 1890, TN: 1625, FP: 390, FN: 125
[VALID] Epoch 7: Loss: 0.0664, Acc: 91.29, F1: 91.93, Dice: 85.06, Pre: 0.86, Re: 0.99, TP: 615, TN: 517, FP: 103, FN: 5
[TRAIN] Epoch 8: Loss: 0.3877, Acc: 87.57, F1: 88.26, Dice: 78.98, Pre: 0.84, Re: 0.93, TP: 1883, TN: 1646, FP: 369, FN: 132
[VALID] Epoch 8: Loss: 0.0664, Acc: 90.89, F1: 91.50, Dice: 84.33, Pre: 0.86, Re: 0.98, TP: 608, TN: 519, FP: 101, FN: 12
[TRAIN] Epoch 9: Loss: 0.3750, Acc: 87.77, F1: 88.49, Dice: 79.36, Pre: 0.84, Re: 0.94, TP: 1895, TN: 1642, FP: 373, FN: 120
[VALID] Epoch 9: Loss: 0.0654, Acc: 90.32, F1: 90.73, Dice: 83.03, Pre: 0.87, Re: 0.95, TP: 587, TN: 533, FP: 87, FN: 33
[TRAIN] Epoch 10: Loss: 0.3516, Acc: 88.46, F1: 89.17, Dice: 80.45, Pre: 0.84, Re: 0.95, TP: 1914, TN: 1651, FP: 364, FN: 101
[VALID] Epoch 10: Loss: 0.0664, Acc: 91.37, F1: 91.99, Dice: 85.16, Pre: 0.86, Re: 0.99, TP: 614, TN: 519, FP: 101, FN: 6
[TRAIN] Epoch 11: Loss: 0.3379, Acc: 88.93, F1: 89.51, Dice: 81.01, Pre: 0.85, Re: 0.94, TP: 1903, TN: 1681, FP: 334, FN: 112
[VALID] Epoch 11: Loss: 0.0664, Acc: 91.21, F1: 91.90, Dice: 85.01, Pre: 0.85, Re: 1.00, TP: 618, TN: 513, FP: 107, FN: 2
[TRAIN] Epoch 12: Loss: 0.3237, Acc: 88.98, F1: 89.59, Dice: 81.14, Pre: 0.85, Re: 0.95, TP: 1910, TN: 1676, FP: 339, FN: 105
[VALID] Epoch 12: Loss: 0.0664, Acc: 91.45, F1: 92.02, Dice: 85.22, Pre: 0.86, Re: 0.99, TP: 611, TN: 523, FP: 97, FN: 9
[TRAIN] Epoch 13: Loss: 0.3045, Acc: 89.43, F1: 89.97, Dice: 81.77, Pre: 0.86, Re: 0.95, TP: 1911, TN: 1693, FP: 322, FN: 104
[VALID] Epoch 13: Loss: 0.0654, Acc: 92.34, F1: 92.69, Dice: 86.37, Pre: 0.89, Re: 0.97, TP: 602, TN: 543, FP: 77, FN: 18
[TRAIN] Epoch 14: Loss: 0.3006, Acc: 89.73, F1: 90.25, Dice: 82.23, Pre: 0.86, Re: 0.95, TP: 1916, TN: 1700, FP: 315, FN: 99
[VALID] Epoch 14: Loss: 0.0659, Acc: 91.37, F1: 91.84, Dice: 84.91, Pre: 0.87, Re: 0.97, TP: 602, TN: 531, FP: 89, FN: 18
[TRAIN] Epoch 15: Loss: 0.2870, Acc: 89.68, F1: 90.17, Dice: 82.11, Pre: 0.86, Re: 0.95, TP: 1909, TN: 1705, FP: 310, FN: 106
[VALID] Epoch 15: Loss: 0.0664, Acc: 92.26, F1: 92.71, Dice: 86.40, Pre: 0.88, Re: 0.98, TP: 610, TN: 534, FP: 86, FN: 10
[TRAIN] Epoch 16: Loss: 0.2808, Acc: 90.17, F1: 90.66, Dice: 82.92, Pre: 0.86, Re: 0.95, TP: 1922, TN: 1712, FP: 303, FN: 93
[VALID] Epoch 16: Loss: 0.0664, Acc: 92.02, F1: 92.53, Dice: 86.10, Pre: 0.87, Re: 0.99, TP: 613, TN: 528, FP: 92, FN: 7
[TRAIN] Epoch 17: Loss: 0.2767, Acc: 90.52, F1: 90.94, Dice: 83.39, Pre: 0.87, Re: 0.95, TP: 1918, TN: 1730, FP: 285, FN: 97
[VALID] Epoch 17: Loss: 0.0664, Acc: 91.37, F1: 91.99, Dice: 85.16, Pre: 0.86, Re: 0.99, TP: 614, TN: 519, FP: 101, FN: 6
[TRAIN] Epoch 18: Loss: 0.2601, Acc: 91.04, F1: 91.43, Dice: 84.21, Pre: 0.88, Re: 0.96, TP: 1925, TN: 1744, FP: 271, FN: 90
[VALID] Epoch 18: Loss: 0.0659, Acc: 92.50, F1: 92.95, Dice: 86.83, Pre: 0.88, Re: 0.99, TP: 613, TN: 534, FP: 86, FN: 7
[TRAIN] Epoch 19: Loss: 0.2556, Acc: 91.04, F1: 91.45, Dice: 84.24, Pre: 0.87, Re: 0.96, TP: 1930, TN: 1739, FP: 276, FN: 85
[VALID] Epoch 19: Loss: 0.0654, Acc: 92.26, F1: 92.77, Dice: 86.52, Pre: 0.87, Re: 0.99, TP: 616, TN: 528, FP: 92, FN: 4
[TRAIN] Epoch 20: Loss: 0.2467, Acc: 91.17, F1: 91.53, Dice: 84.39, Pre: 0.88, Re: 0.95, TP: 1924, TN: 1750, FP: 265, FN: 91
[VALID] Epoch 20: Loss: 0.0649, Acc: 93.79, F1: 94.06, Dice: 88.79, Pre: 0.90, Re: 0.98, TP: 610, TN: 553, FP: 67, FN: 10
