
[TRAIN] Epoch 0: Loss: 0.7414, Acc: 53.77, F1: 41.17, Dice: 25.92, Pre: 0.57, Re: 0.32, TP: 652, TN: 1515, FP: 500, FN: 1363
[VALID] Epoch 0: Loss: 0.0654, Acc: 72.74, F1: 67.06, Dice: 50.44, Pre: 0.85, Re: 0.55, TP: 344, TN: 558, FP: 62, FN: 276
[TRAIN] Epoch 1: Loss: 0.6890, Acc: 71.49, F1: 67.46, Dice: 50.90, Pre: 0.79, Re: 0.59, TP: 1191, TN: 1690, FP: 325, FN: 824
[VALID] Epoch 1: Loss: 0.0654, Acc: 80.97, F1: 80.40, Dice: 67.22, Pre: 0.83, Re: 0.78, TP: 484, TN: 520, FP: 100, FN: 136
[TRAIN] Epoch 2: Loss: 0.6276, Acc: 78.61, F1: 77.24, Dice: 62.92, Pre: 0.83, Re: 0.73, TP: 1463, TN: 1705, FP: 310, FN: 552
[VALID] Epoch 2: Loss: 0.0654, Acc: 82.82, F1: 82.70, Dice: 70.50, Pre: 0.83, Re: 0.82, TP: 509, TN: 518, FP: 102, FN: 111
[TRAIN] Epoch 3: Loss: 0.5669, Acc: 81.59, F1: 81.20, Dice: 68.34, Pre: 0.83, Re: 0.80, TP: 1602, TN: 1686, FP: 329, FN: 413
[VALID] Epoch 3: Loss: 0.0659, Acc: 85.00, F1: 85.24, Dice: 74.27, Pre: 0.84, Re: 0.87, TP: 537, TN: 517, FP: 103, FN: 83
[TRAIN] Epoch 4: Loss: 0.5158, Acc: 82.38, F1: 82.26, Dice: 69.86, Pre: 0.83, Re: 0.82, TP: 1646, TN: 1674, FP: 341, FN: 369
[VALID] Epoch 4: Loss: 0.0654, Acc: 85.40, F1: 85.67, Dice: 74.93, Pre: 0.84, Re: 0.87, TP: 541, TN: 518, FP: 102, FN: 79
[TRAIN] Epoch 5: Loss: 0.4572, Acc: 84.29, F1: 84.49, Dice: 73.14, Pre: 0.83, Re: 0.86, TP: 1724, TN: 1673, FP: 342, FN: 291
[VALID] Epoch 5: Loss: 0.0654, Acc: 87.66, F1: 88.11, Dice: 78.75, Pre: 0.85, Re: 0.91, TP: 567, TN: 520, FP: 100, FN: 53
[TRAIN] Epoch 6: Loss: 0.4109, Acc: 86.67, F1: 87.14, Dice: 77.21, Pre: 0.84, Re: 0.90, TP: 1819, TN: 1674, FP: 341, FN: 196
[VALID] Epoch 6: Loss: 0.0654, Acc: 89.03, F1: 89.57, Dice: 81.11, Pre: 0.85, Re: 0.94, TP: 584, TN: 520, FP: 100, FN: 36
[TRAIN] Epoch 7: Loss: 0.3790, Acc: 86.58, F1: 87.05, Dice: 77.08, Pre: 0.84, Re: 0.90, TP: 1819, TN: 1670, FP: 345, FN: 196
[VALID] Epoch 7: Loss: 0.0654, Acc: 88.95, F1: 89.52, Dice: 81.02, Pre: 0.85, Re: 0.94, TP: 585, TN: 518, FP: 102, FN: 35
[TRAIN] Epoch 8: Loss: 0.3484, Acc: 87.59, F1: 88.14, Dice: 78.80, Pre: 0.84, Re: 0.92, TP: 1858, TN: 1672, FP: 343, FN: 157
[VALID] Epoch 8: Loss: 0.0654, Acc: 90.08, F1: 90.62, Dice: 82.85, Pre: 0.86, Re: 0.96, TP: 594, TN: 523, FP: 97, FN: 26
[TRAIN] Epoch 9: Loss: 0.3304, Acc: 88.06, F1: 88.66, Dice: 79.64, Pre: 0.84, Re: 0.93, TP: 1881, TN: 1668, FP: 347, FN: 134
[VALID] Epoch 9: Loss: 0.0659, Acc: 90.48, F1: 91.15, Dice: 83.75, Pre: 0.85, Re: 0.98, TP: 608, TN: 514, FP: 106, FN: 12
[TRAIN] Epoch 10: Loss: 0.3059, Acc: 89.16, F1: 89.71, Dice: 81.34, Pre: 0.85, Re: 0.95, TP: 1905, TN: 1688, FP: 327, FN: 110
[VALID] Epoch 10: Loss: 0.0659, Acc: 90.48, F1: 91.05, Dice: 83.57, Pre: 0.86, Re: 0.97, TP: 600, TN: 522, FP: 98, FN: 20
