
[TRAIN] Epoch 0: Loss: 0.7539, Acc: 51.07, F1: 8.70, Dice: 4.55, Pre: 0.65, Re: 0.05, TP: 94, TN: 1964, FP: 51, FN: 1921
[VALID] Epoch 0: Loss: 0.9014, Acc: 62.50, F1: 48.73, Dice: 32.22, Pre: 0.77, Re: 0.36, TP: 221, TN: 554, FP: 66, FN: 399
[TRAIN] Epoch 1: Loss: 0.6562, Acc: 76.87, F1: 75.93, Dice: 61.20, Pre: 0.79, Re: 0.73, TP: 1470, TN: 1628, FP: 387, FN: 545
[VALID] Epoch 1: Loss: 0.8214, Acc: 86.69, F1: 87.60, Dice: 77.94, Pre: 0.82, Re: 0.94, TP: 583, TN: 492, FP: 128, FN: 37
[TRAIN] Epoch 2: Loss: 0.5116, Acc: 86.13, F1: 87.29, Dice: 77.44, Pre: 0.81, Re: 0.95, TP: 1919, TN: 1552, FP: 463, FN: 96
[VALID] Epoch 2: Loss: 0.8124, Acc: 89.68, F1: 90.63, Dice: 82.86, Pre: 0.83, Re: 1.00, TP: 619, TN: 493, FP: 127, FN: 1
[TRAIN] Epoch 3: Loss: 0.3968, Acc: 88.76, F1: 89.73, Dice: 81.37, Pre: 0.83, Re: 0.98, TP: 1979, TN: 1598, FP: 417, FN: 36
[VALID] Epoch 3: Loss: 0.8131, Acc: 89.44, F1: 90.39, Dice: 82.46, Pre: 0.83, Re: 0.99, TP: 616, TN: 493, FP: 127, FN: 4
[TRAIN] Epoch 4: Loss: 0.3342, Acc: 89.35, F1: 90.30, Dice: 82.31, Pre: 0.83, Re: 0.99, TP: 1996, TN: 1605, FP: 410, FN: 19
[VALID] Epoch 4: Loss: 0.8131, Acc: 89.44, F1: 90.39, Dice: 82.46, Pre: 0.83, Re: 0.99, TP: 616, TN: 493, FP: 127, FN: 4
[TRAIN] Epoch 5: Loss: 0.3055, Acc: 89.21, F1: 90.10, Dice: 81.99, Pre: 0.83, Re: 0.98, TP: 1980, TN: 1615, FP: 400, FN: 35
[VALID] Epoch 5: Loss: 0.8124, Acc: 89.68, F1: 90.63, Dice: 82.86, Pre: 0.83, Re: 1.00, TP: 619, TN: 493, FP: 127, FN: 1
[TRAIN] Epoch 6: Loss: 0.2829, Acc: 89.70, F1: 90.51, Dice: 82.66, Pre: 0.84, Re: 0.98, TP: 1979, TN: 1636, FP: 379, FN: 36
[VALID] Epoch 6: Loss: 0.8117, Acc: 90.08, F1: 90.87, Dice: 83.27, Pre: 0.84, Re: 0.99, TP: 612, TN: 505, FP: 115, FN: 8
[TRAIN] Epoch 7: Loss: 0.2600, Acc: 89.83, F1: 90.56, Dice: 82.75, Pre: 0.84, Re: 0.98, TP: 1967, TN: 1653, FP: 362, FN: 48
[VALID] Epoch 7: Loss: 0.8112, Acc: 90.24, F1: 91.04, Dice: 83.56, Pre: 0.84, Re: 0.99, TP: 615, TN: 504, FP: 116, FN: 5
[TRAIN] Epoch 8: Loss: 0.2360, Acc: 91.09, F1: 91.63, Dice: 84.55, Pre: 0.86, Re: 0.97, TP: 1964, TN: 1707, FP: 308, FN: 51
[VALID] Epoch 8: Loss: 0.8109, Acc: 90.32, F1: 91.14, Dice: 83.72, Pre: 0.84, Re: 1.00, TP: 617, TN: 503, FP: 117, FN: 3
[TRAIN] Epoch 9: Loss: 0.2253, Acc: 90.99, F1: 91.51, Dice: 84.35, Pre: 0.87, Re: 0.97, TP: 1956, TN: 1711, FP: 304, FN: 59
[VALID] Epoch 9: Loss: 0.8070, Acc: 92.26, F1: 92.53, Dice: 86.11, Pre: 0.89, Re: 0.96, TP: 595, TN: 549, FP: 71, FN: 25
[TRAIN] Epoch 10: Loss: 0.2086, Acc: 92.08, F1: 92.48, Dice: 86.01, Pre: 0.88, Re: 0.97, TP: 1962, TN: 1749, FP: 266, FN: 53
[VALID] Epoch 10: Loss: 0.8075, Acc: 92.02, F1: 92.33, Dice: 85.76, Pre: 0.89, Re: 0.96, TP: 596, TN: 545, FP: 75, FN: 24
[TRAIN] Epoch 11: Loss: 0.2052, Acc: 91.76, F1: 92.12, Dice: 85.39, Pre: 0.88, Re: 0.96, TP: 1940, TN: 1758, FP: 257, FN: 75
[VALID] Epoch 11: Loss: 0.8075, Acc: 91.61, F1: 92.22, Dice: 85.56, Pre: 0.86, Re: 0.99, TP: 616, TN: 520, FP: 100, FN: 4
[TRAIN] Epoch 12: Loss: 0.1899, Acc: 92.61, F1: 92.92, Dice: 86.77, Pre: 0.89, Re: 0.97, TP: 1955, TN: 1777, FP: 238, FN: 60
[VALID] Epoch 12: Loss: 0.8041, Acc: 93.06, F1: 93.38, Dice: 87.59, Pre: 0.89, Re: 0.98, TP: 607, TN: 547, FP: 73, FN: 13
[TRAIN] Epoch 13: Loss: 0.1957, Acc: 92.03, F1: 92.36, Dice: 85.81, Pre: 0.89, Re: 0.96, TP: 1941, TN: 1768, FP: 247, FN: 74
[VALID] Epoch 13: Loss: 0.8074, Acc: 92.10, F1: 92.38, Dice: 85.84, Pre: 0.89, Re: 0.96, TP: 594, TN: 548, FP: 72, FN: 26
[TRAIN] Epoch 14: Loss: 0.1892, Acc: 92.38, F1: 92.67, Dice: 86.35, Pre: 0.89, Re: 0.96, TP: 1942, TN: 1781, FP: 234, FN: 73
[VALID] Epoch 14: Loss: 0.8047, Acc: 92.98, F1: 93.23, Dice: 87.32, Pre: 0.90, Re: 0.97, TP: 599, TN: 554, FP: 66, FN: 21
