
[TRAIN] Epoch 0: Loss: 0.7427, Acc: 50.65, F1: 6.31, Dice: 3.26, Pre: 0.62, Re: 0.03, TP: 67, TN: 1974, FP: 41, FN: 1948
[VALID] Epoch 0: Loss: 0.9487, Acc: 49.92, F1: 0.32, Dice: 0.16, Pre: 0.33, Re: 0.00, TP: 1, TN: 618, FP: 2, FN: 619
[TRAIN] Epoch 1: Loss: 0.6913, Acc: 65.51, F1: 54.72, Dice: 37.67, Pre: 0.80, Re: 0.42, TP: 840, TN: 1800, FP: 215, FN: 1175
[VALID] Epoch 1: Loss: 0.8169, Acc: 88.31, F1: 89.12, Dice: 80.38, Pre: 0.83, Re: 0.96, TP: 594, TN: 501, FP: 119, FN: 26
[TRAIN] Epoch 2: Loss: 0.6069, Acc: 82.18, F1: 82.05, Dice: 69.56, Pre: 0.83, Re: 0.81, TP: 1641, TN: 1671, FP: 344, FN: 374
[VALID] Epoch 2: Loss: 0.8103, Acc: 90.65, F1: 91.30, Dice: 84.00, Pre: 0.85, Re: 0.98, TP: 609, TN: 515, FP: 105, FN: 11
[TRAIN] Epoch 3: Loss: 0.5225, Acc: 85.24, F1: 85.62, Dice: 74.86, Pre: 0.83, Re: 0.88, TP: 1772, TN: 1663, FP: 352, FN: 243
[VALID] Epoch 3: Loss: 0.8118, Acc: 90.16, F1: 90.80, Dice: 83.15, Pre: 0.85, Re: 0.97, TP: 602, TN: 516, FP: 104, FN: 18
[TRAIN] Epoch 4: Loss: 0.4597, Acc: 85.83, F1: 86.34, Dice: 75.97, Pre: 0.83, Re: 0.90, TP: 1805, TN: 1654, FP: 361, FN: 210
[VALID] Epoch 4: Loss: 0.8087, Acc: 91.13, F1: 91.83, Dice: 84.89, Pre: 0.85, Re: 1.00, TP: 618, TN: 512, FP: 108, FN: 2
[TRAIN] Epoch 5: Loss: 0.4031, Acc: 87.10, F1: 87.70, Dice: 78.10, Pre: 0.84, Re: 0.92, TP: 1854, TN: 1656, FP: 359, FN: 161
[VALID] Epoch 5: Loss: 0.8089, Acc: 91.13, F1: 91.79, Dice: 84.83, Pre: 0.85, Re: 0.99, TP: 615, TN: 515, FP: 105, FN: 5
[TRAIN] Epoch 6: Loss: 0.3547, Acc: 87.92, F1: 88.57, Dice: 79.48, Pre: 0.84, Re: 0.94, TP: 1886, TN: 1657, FP: 358, FN: 129
[VALID] Epoch 6: Loss: 0.8091, Acc: 91.05, F1: 91.70, Dice: 84.67, Pre: 0.85, Re: 0.99, TP: 613, TN: 516, FP: 104, FN: 7
[TRAIN] Epoch 7: Loss: 0.3266, Acc: 88.76, F1: 89.37, Dice: 80.79, Pre: 0.85, Re: 0.95, TP: 1905, TN: 1672, FP: 343, FN: 110
[VALID] Epoch 7: Loss: 0.8083, Acc: 91.37, F1: 91.99, Dice: 85.16, Pre: 0.86, Re: 0.99, TP: 614, TN: 519, FP: 101, FN: 6
[TRAIN] Epoch 8: Loss: 0.3038, Acc: 88.54, F1: 89.13, Dice: 80.40, Pre: 0.85, Re: 0.94, TP: 1895, TN: 1673, FP: 342, FN: 120
[VALID] Epoch 8: Loss: 0.8094, Acc: 90.97, F1: 91.62, Dice: 84.53, Pre: 0.85, Re: 0.99, TP: 612, TN: 516, FP: 104, FN: 8
[TRAIN] Epoch 9: Loss: 0.2847, Acc: 89.45, F1: 90.03, Dice: 81.86, Pre: 0.85, Re: 0.95, TP: 1918, TN: 1687, FP: 328, FN: 97
[VALID] Epoch 9: Loss: 0.8074, Acc: 91.69, F1: 92.31, Dice: 85.71, Pre: 0.86, Re: 1.00, TP: 618, TN: 519, FP: 101, FN: 2
[TRAIN] Epoch 10: Loss: 0.2737, Acc: 89.26, F1: 89.77, Dice: 81.44, Pre: 0.86, Re: 0.94, TP: 1900, TN: 1697, FP: 318, FN: 115
[VALID] Epoch 10: Loss: 0.8083, Acc: 91.37, F1: 91.91, Dice: 85.03, Pre: 0.86, Re: 0.98, TP: 608, TN: 525, FP: 95, FN: 12
[TRAIN] Epoch 11: Loss: 0.2584, Acc: 89.88, F1: 90.31, Dice: 82.34, Pre: 0.87, Re: 0.94, TP: 1902, TN: 1720, FP: 295, FN: 113
[VALID] Epoch 11: Loss: 0.8057, Acc: 92.34, F1: 92.81, Dice: 86.58, Pre: 0.87, Re: 0.99, TP: 613, TN: 532, FP: 88, FN: 7
[TRAIN] Epoch 12: Loss: 0.2556, Acc: 89.95, F1: 90.36, Dice: 82.42, Pre: 0.87, Re: 0.94, TP: 1899, TN: 1726, FP: 289, FN: 116
[VALID] Epoch 12: Loss: 0.8062, Acc: 92.18, F1: 92.65, Dice: 86.30, Pre: 0.87, Re: 0.99, TP: 611, TN: 532, FP: 88, FN: 9
[TRAIN] Epoch 13: Loss: 0.2449, Acc: 90.10, F1: 90.48, Dice: 82.61, Pre: 0.87, Re: 0.94, TP: 1895, TN: 1736, FP: 279, FN: 120
[VALID] Epoch 13: Loss: 0.8054, Acc: 92.50, F1: 92.85, Dice: 86.66, Pre: 0.89, Re: 0.97, TP: 604, TN: 543, FP: 77, FN: 16
[TRAIN] Epoch 14: Loss: 0.2424, Acc: 89.93, F1: 90.32, Dice: 82.35, Pre: 0.87, Re: 0.94, TP: 1894, TN: 1730, FP: 285, FN: 121
[VALID] Epoch 14: Loss: 0.8063, Acc: 92.02, F1: 92.51, Dice: 86.06, Pre: 0.87, Re: 0.99, TP: 611, TN: 530, FP: 90, FN: 9
[TRAIN] Epoch 15: Loss: 0.2238, Acc: 91.41, F1: 91.73, Dice: 84.72, Pre: 0.88, Re: 0.95, TP: 1919, TN: 1765, FP: 250, FN: 96
[VALID] Epoch 15: Loss: 0.8061, Acc: 92.26, F1: 92.68, Dice: 86.36, Pre: 0.88, Re: 0.98, TP: 608, TN: 536, FP: 84, FN: 12
[TRAIN] Epoch 16: Loss: 0.2142, Acc: 91.84, F1: 92.16, Dice: 85.46, Pre: 0.89, Re: 0.96, TP: 1934, TN: 1767, FP: 248, FN: 81
[VALID] Epoch 16: Loss: 0.8047, Acc: 92.66, F1: 93.14, Dice: 87.17, Pre: 0.87, Re: 1.00, TP: 618, TN: 531, FP: 89, FN: 2
[TRAIN] Epoch 17: Loss: 0.2135, Acc: 91.81, F1: 92.06, Dice: 85.28, Pre: 0.89, Re: 0.95, TP: 1912, TN: 1788, FP: 227, FN: 103
[VALID] Epoch 17: Loss: 0.8047, Acc: 92.90, F1: 93.23, Dice: 87.32, Pre: 0.89, Re: 0.98, TP: 606, TN: 546, FP: 74, FN: 14
[TRAIN] Epoch 18: Loss: 0.2007, Acc: 92.03, F1: 92.32, Dice: 85.74, Pre: 0.89, Re: 0.96, TP: 1930, TN: 1779, FP: 236, FN: 85
[VALID] Epoch 18: Loss: 0.8036, Acc: 93.15, F1: 93.56, Dice: 87.89, Pre: 0.88, Re: 1.00, TP: 617, TN: 538, FP: 82, FN: 3
[TRAIN] Epoch 19: Loss: 0.1973, Acc: 91.96, F1: 92.22, Dice: 85.56, Pre: 0.89, Re: 0.95, TP: 1919, TN: 1787, FP: 228, FN: 96
[VALID] Epoch 19: Loss: 0.8015, Acc: 93.95, F1: 94.24, Dice: 89.11, Pre: 0.90, Re: 0.99, TP: 614, TN: 551, FP: 69, FN: 6
[TRAIN] Epoch 20: Loss: 0.2039, Acc: 91.81, F1: 92.06, Dice: 85.28, Pre: 0.89, Re: 0.95, TP: 1912, TN: 1788, FP: 227, FN: 103
